City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
722,uyar,RU,55.81,94.3153,30.13,94.0,97.0,1.99,overcast clouds
723,gravdal,NO,68.1214,13.5031,29.39,55.0,39.0,7.47,scattered clouds
724,parrita,CR,9.5201,-84.3225,68.0,94.0,90.0,1.14,light rain
725,bertoua,CM,4.5833,13.6833,70.66,89.0,100.0,3.15,overcast clouds
726,monte santo,BR,-10.4378,-39.3328,73.65,73.0,35.0,11.48,scattered clouds
727,valdivia,CL,-39.8142,-73.2459,55.4,88.0,75.0,5.75,broken clouds
728,hervey bay,AU,-25.2986,152.8535,77.0,78.0,40.0,6.91,scattered clouds
729,sampit,ID,-2.5333,112.95,77.83,88.0,99.0,1.32,overcast clouds
730,ferrenafe,PE,-6.6389,-79.7889,71.6,73.0,0.0,25.32,clear sky
731,perleberg,DE,53.0667,11.8667,39.99,67.0,81.0,12.28,broken clouds
732,novorozhdestvenskaya,RU,45.8619,39.9542,44.01,79.0,100.0,17.22,moderate rain
733,manggar,ID,-2.8833,108.2667,81.03,81.0,93.0,7.18,overcast clouds
734,bukachacha,RU,52.9833,116.9167,42.08,45.0,100.0,2.66,overcast clouds
735,itamaraca,BR,-7.7478,-34.8256,80.6,69.0,40.0,14.97,scattered clouds
736,gat,IL,31.61,34.7642,62.01,100.0,12.0,3.76,few clouds
737,biak,ID,-0.9131,122.8766,76.41,89.0,99.0,1.79,overcast clouds
738,ambagarh chauki,IN,20.7833,80.7167,80.37,32.0,80.0,7.27,broken clouds
739,tiznit,MA,29.5833,-9.5,56.59,63.0,69.0,3.18,broken clouds
740,chanute,US,37.6792,-95.4572,71.6,17.0,1.0,16.11,clear sky
741,luohe,CN,33.5717,114.0353,54.64,71.0,10.0,6.51,clear sky
742,murdochville,CA,48.9583,-65.5006,39.2,93.0,100.0,6.91,overcast clouds
743,kijang,KR,35.2442,129.2139,51.8,76.0,20.0,5.75,few clouds
745,otradnoye,RU,59.7775,30.8181,34.0,74.0,0.0,8.95,clear sky
746,mahon,ES,39.8885,4.2658,53.6,66.0,75.0,8.05,broken clouds
747,qunduz,AF,36.729,68.857,55.85,47.0,1.0,3.06,clear sky
748,kralendijk,BQ,12.15,-68.2667,80.6,78.0,100.0,16.11,overcast clouds
749,maneromango,TZ,-7.1988,38.7848,67.6,96.0,92.0,3.29,overcast clouds
